"NumberOfVehicles","AccidentDate","Time","FirstRoadClass","RoadSurface","LightingConditions","Daylight.Dark","WeatherConditions","TypeOfVehicle","CasualtyClass","CasualtySeverity","SexOfCasualty","AgeOfCasualty"
1,"22/02/2014",1710,"B","dry",1,"Daylight","Fine without high winds",5,1,3,1,54
1,"22/02/2014",1710,"B","dry",1,"Daylight","Fine without high winds",5,3,3,1,60
2,"23/02/2014",1245,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",8,1,3,1,44
1,"23/02/2014",2315,"Unclassified","dry",4,"Dark","Fine without high winds",1,1,2,1,67
3,"24/02/2014",538,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
3,"24/02/2014",538,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,46
2,"25/02/2014",1610,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,27
2,"28/02/2014",1903,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,33
2,"28/02/2014",1903,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,40
2,"28/02/2014",1903,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,32
2,"28/02/2014",1903,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,21
1,"01/03/2014",34,"A","dry",4,"Dark","Fine without high winds",9,1,2,1,21
2,"01/03/2014",638,"motorway","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,21
1,"03/03/2014",315,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,44
2,"03/03/2014",1005,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,45
2,"03/03/2014",1005,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,17
1,"03/03/2014",1344,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,48
1,"03/03/2014",1429,"A","dry",1,"Daylight","Fine without high winds",9,1,2,2,67
2,"05/03/2014",655,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,20
2,"05/03/2014",655,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
2,"05/03/2014",840,"B","Wet/Damp",1,"Daylight","Unknown",9,1,3,2,31
2,"05/03/2014",840,"B","Wet/Damp",1,"Daylight","Unknown",9,1,3,2,62
3,"06/03/2014",5,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,56
2,"06/03/2014",849,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,57
2,"06/03/2014",745,"A","Wet/Damp",1,"Daylight","Unknown",9,1,3,2,38
2,"07/03/2014",1400,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,17
2,"07/03/2014",1710,"B","dry",1,"Daylight","Fine without high winds",9,1,3,2,38
1,"08/03/2014",249,"motorway","dry",4,"Dark","Fine without high winds",9,1,1,1,58
1,"10/03/2014",1535,"Unclassified","dry",1,"Daylight","Fine without high winds",11,3,3,1,38
3,"11/03/2014",1208,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,22
3,"11/03/2014",1208,"A","dry",1,"Daylight","Fine without high winds",19,1,3,1,27
1,"11/03/2014",1258,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,32
1,"11/03/2014",1258,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,70
1,"11/03/2014",1258,"motorway","dry",1,"Daylight","Fine without high winds",9,2,2,2,52
3,"11/03/2014",1650,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,26
2,"16/03/2014",1530,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
2,"16/03/2014",1530,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,45
2,"16/03/2014",1530,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,10
2,"16/03/2014",1530,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,6
1,"16/03/2014",1720,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,41
2,"17/03/2014",348,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,25
2,"17/03/2014",2110,"A","dry",4,"Dark","Fine without high winds",3,1,2,2,56
2,"18/03/2014",926,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,58
2,"18/03/2014",1200,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,50
1,"20/03/2014",818,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,73
2,"21/03/2014",1220,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,21
2,"22/03/2014",1913,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,29
2,"23/03/2014",1045,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,87
2,"23/03/2014",1045,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,50
1,"23/03/2014",1315,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,13
2,"24/03/2014",816,"A","dry",1,"Daylight","Fine without high winds",11,1,3,2,45
2,"24/03/2014",816,"A","dry",1,"Daylight","Fine without high winds",9,1,2,1,43
2,"24/03/2014",1800,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,27
2,"25/03/2014",1055,"A","Wet/Damp",1,"Daylight","Fine without high winds",2,1,3,1,17
2,"26/03/2014",720,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,2,1,26
1,"22/02/2014",2130,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,2,2,53
2,"28/03/2014",640,"A","Flood(surface water over 3cm deep)",1,"Daylight","Raining without high winds",9,1,3,1,41
2,"28/03/2014",640,"A","Flood(surface water over 3cm deep)",1,"Daylight","Raining without high winds",9,1,3,2,43
2,"28/03/2014",640,"A","Flood(surface water over 3cm deep)",1,"Daylight","Raining without high winds",9,2,3,2,23
2,"28/03/2014",640,"A","Flood(surface water over 3cm deep)",1,"Daylight","Raining without high winds",9,2,3,1,23
2,"28/03/2014",1500,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
3,"29/03/2014",1100,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,53
2,"01/01/2014",435,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,22
1,"02/01/2014",1555,"A","dry",1,"Daylight","Fine without high winds",19,3,3,1,81
1,"03/01/2014",805,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,50
1,"03/01/2014",805,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,40
2,"02/01/2014",1320,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",3,1,3,1,18
1,"04/01/2014",1630,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,6
2,"05/01/2014",1610,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",3,1,3,1,17
2,"05/01/2014",2230,"Unclassified","Wet/Damp",4,"Dark","Raining without high winds",8,1,3,1,39
2,"09/01/2014",158,"A","dry",1,"Daylight","Fine without high winds",19,2,3,1,26
2,"08/01/2014",1510,"A","dry",1,"Daylight","Fine without high winds",11,2,3,1,42
3,"09/01/2014",1840,"A","dry",1,"Daylight","Fine without high winds",3,1,2,1,27
2,"11/01/2014",1050,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,22
2,"13/01/2014",845,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,1,9
2,"14/01/2014",2201,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,73
2,"14/01/2014",2201,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,32
2,"14/01/2014",2201,"A","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,2,76
2,"14/01/2014",1905,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,1,24
2,"14/01/2014",1905,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,2,58
4,"15/01/2014",1705,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,2,43
4,"15/01/2014",1705,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,1,28
4,"15/01/2014",1705,"motorway","dry",4,"Dark","Fine without high winds",9,1,2,1,59
4,"15/01/2014",1705,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,1,27
4,"15/01/2014",1705,"motorway","dry",4,"Dark","Fine without high winds",9,2,3,1,50
2,"16/01/2014",655,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,34
2,"16/01/2014",655,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,33
1,"16/01/2014",1730,"A","Wet/Damp",4,"Dark","Fine without high winds",9,3,3,1,12
2,"17/01/2014",1205,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,20
2,"19/01/2014",1300,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,22
2,"19/01/2014",1605,"A","Wet/Damp",1,"Daylight","Fine without high winds",1,1,3,1,27
2,"19/01/2014",2105,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,44
3,"20/01/2014",1110,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,87
3,"20/01/2014",1110,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,46
3,"20/01/2014",1110,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,71
2,"20/01/2014",2100,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,41
2,"20/01/2014",2100,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,37
3,"24/01/2014",1806,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,32
3,"24/01/2014",1806,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,33
3,"24/01/2014",1806,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,27
2,"23/01/2014",1645,"B","Snow",1,"Daylight","Snowing without high winds",9,2,3,2,69
2,"23/01/2014",1645,"B","Snow",1,"Daylight","Snowing without high winds",9,1,3,1,71
2,"25/01/2014",1715,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,63
2,"01/04/2014",1715,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,42
1,"01/04/2014",2047,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,2,1,18
1,"03/04/2014",1300,"A","dry",1,"Daylight","Fine without high winds",11,2,3,2,84
1,"04/04/2014",323,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,17
1,"04/04/2014",323,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,1,1,18
1,"04/04/2014",1525,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,77
2,"07/04/2014",1313,"A","dry",1,"Daylight","Fine without high winds",20,1,3,1,61
2,"05/04/2014",1155,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,44
2,"07/04/2014",1450,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,28
2,"07/04/2014",1816,"motorway","dry",1,"Daylight","Fine with high winds",9,1,3,2,40
2,"07/04/2014",1816,"motorway","dry",1,"Daylight","Fine with high winds",9,2,3,2,28
2,"07/04/2014",1816,"motorway","dry",1,"Daylight","Fine with high winds",9,1,3,1,17
2,"08/04/2014",1128,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,61
2,"08/02/2014",1130,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,48
1,"08/04/2014",1305,"B","Wet/Damp",1,"Daylight","Fine without high winds",9,3,2,1,81
2,"08/04/2014",1708,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,3,1,24
2,"09/04/2014",1710,"A","dry",1,"Daylight","Fine without high winds",2,1,3,1,18
2,"10/04/2014",455,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,54
2,"10/04/2014",455,"A","dry",4,"Dark","Fine without high winds",9,2,3,1,20
1,"10/04/2014",1545,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,15
2,"11/04/2014",908,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,20
2,"11/04/2014",908,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,36
1,"11/04/2014",2120,"A","dry",4,"Dark","Fine without high winds",1,1,3,2,44
1,"12/04/2014",1050,"A","dry",1,"Daylight","Fine with high winds",5,1,2,1,40
2,"14/04/2014",1300,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,24
2,"16/04/2014",913,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,47
2,"17/04/2014",845,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,22
1,"17/04/2014",1230,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,10
2,"18/04/2014",100,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,51
2,"18/04/2014",100,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,20
2,"18/04/2014",100,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,21
2,"18/04/2014",100,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,27
2,"18/04/2014",100,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,18
3,"18/04/2014",1255,"A","dry",1,"Daylight","Fine without high winds",5,1,2,1,24
2,"18/04/2014",2115,"Unclassified","dry",4,"Dark","Fine without high winds",1,1,3,1,16
3,"19/04/2014",1755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,18
3,"19/04/2014",1755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,24
3,"19/04/2014",1755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,28
2,"21/04/2014",1245,"A","dry",1,"Daylight","Fine without high winds",5,1,2,1,56
2,"21/04/2014",1245,"A","dry",1,"Daylight","Fine without high winds",5,2,3,2,47
2,"02/05/2014",1805,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,2,2,23
2,"02/05/2014",1845,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,26
2,"03/05/2014",1525,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,2,7
2,"03/05/2014",1530,"B","dry",1,"Daylight","Fine without high winds",9,1,2,2,78
2,"03/05/2014",1530,"B","dry",1,"Daylight","Fine without high winds",9,2,3,1,17
2,"03/05/2014",1530,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,18
1,"03/05/2014",2003,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,10
1,"03/05/2014",2003,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,6
1,"03/05/2014",2003,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,29
1,"03/05/2014",2235,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,40
1,"04/05/2014",930,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,30
3,"04/05/2014",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",5,1,3,1,52
1,"05/05/2014",2120,"A","Wet/Damp",4,"Dark","Raining without high winds",9,1,3,1,25
1,"05/05/2014",2120,"A","Wet/Damp",4,"Dark","Raining without high winds",9,2,3,1,33
2,"07/05/2014",755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,40
2,"07/05/2014",755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,22
2,"07/05/2014",755,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,22
2,"07/05/2014",1245,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,43
2,"09/05/2014",731,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
2,"09/05/2014",731,"B","dry",1,"Daylight","Fine without high winds",11,2,3,1,30
2,"09/05/2014",731,"B","dry",1,"Daylight","Fine without high winds",9,2,3,2,30
2,"09/05/2014",855,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,27
2,"09/05/2014",855,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,39
2,"09/05/2014",901,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,55
2,"09/05/2014",901,"B","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,45
1,"10/05/2014",715,"A","Wet/Damp",1,"Daylight","Fine without high winds",2,1,2,2,36
2,"11/05/2014",1410,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,38
2,"11/05/2014",1410,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,37
2,"11/05/2014",1820,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,24
2,"11/05/2014",1820,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,26
2,"12/05/2014",1055,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,67
2,"12/05/2014",1055,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,70
2,"08/05/2014",1655,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,42
1,"14/05/2014",1710,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,11
4,"15/05/2014",430,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,70
2,"16/05/2014",653,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,23
2,"17/05/2014",1135,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,32
2,"17/05/2014",1135,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,54
3,"17/05/2014",1728,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,53
2,"18/05/2014",1148,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,2,11
2,"18/05/2014",1330,"Unclassified","dry",1,"Daylight","Fine without high winds",5,1,3,1,49
1,"19/05/2014",825,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,26
3,"19/05/2014",1045,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,33
2,"19/05/2014",1455,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,3,1,57
2,"19/05/2014",1635,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,48
2,"19/05/2014",1900,"Unclassified","dry",1,"Daylight","Fine without high winds",8,2,3,2,19
2,"19/05/2014",1900,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,38
1,"20/05/2014",1027,"Unclassified","dry",1,"Daylight","Fine without high winds",8,3,3,1,61
2,"21/05/2014",1340,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,82
2,"21/05/2014",1340,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,78
2,"22/05/2014",910,"Unclassified","Wet/Damp",1,"Daylight","Raining with high winds",9,2,3,1,11
2,"22/05/2014",910,"Unclassified","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,2,42
3,"24/05/2014",1413,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,17
3,"24/05/2014",1413,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,13
3,"24/05/2014",1413,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,46
1,"25/05/2014",1610,"A","dry",1,"Daylight","Fine without high winds",5,3,3,1,16
4,"26/05/2014",2205,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,15
4,"26/05/2014",2205,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,33
4,"26/05/2014",2205,"Unclassified","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,33
2,"28/05/2014",712,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,19
2,"28/05/2014",712,"A","Wet/Damp",1,"Daylight","Raining without high winds",11,1,3,1,55
2,"28/05/2014",712,"A","Wet/Damp",1,"Daylight","Raining without high winds",11,2,3,2,27
2,"28/05/2014",1014,"A","Wet/Damp",1,"Daylight","Raining without high winds",2,1,3,1,25
3,"29/05/2014",1600,"B","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,69
2,"31/05/2014",1335,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
1,"01/06/2014",1015,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,76
1,"01/06/2014",1015,"B","dry",1,"Daylight","Fine without high winds",9,2,2,2,68
2,"01/06/2014",1130,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,49
2,"01/06/2014",1435,"Unclassified","dry",1,"Daylight","Fine without high winds",2,1,3,1,16
1,"01/06/2014",1451,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,24
1,"01/06/2014",1451,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,38
1,"01/06/2014",1451,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,11
1,"01/06/2014",1451,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,9
1,"01/06/2014",1451,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,12
2,"01/06/2014",1900,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,58
1,"02/06/2014",931,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,41
1,"03/06/2014",900,"A","dry",1,"Daylight","Fine without high winds",9,3,3,2,60
3,"03/06/2014",1550,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,47
2,"04/06/2014",1629,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,49
2,"08/06/2014",1650,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,55
1,"11/06/2014",2305,"motorway","dry",4,"Dark","Fine without high winds",9,1,2,1,27
1,"13/06/2014",110,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,18
1,"13/06/2014",110,"A","dry",4,"Dark","Fine without high winds",9,1,1,1,21
1,"13/06/2014",110,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,24
2,"14/06/2014",1258,"A","dry",1,"Daylight","Fine without high winds",9,3,2,1,32
1,"14/06/2014",1812,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,17
1,"14/06/2014",1812,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,17
2,"15/06/2014",700,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,87
1,"16/06/2014",1946,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,8
3,"16/06/2014",805,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,43
3,"16/06/2014",805,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,2,22
3,"16/06/2014",805,"motorway","dry",1,"Daylight","Fine without high winds",9,2,3,1,23
3,"16/06/2014",805,"motorway","dry",1,"Daylight","Fine without high winds",19,1,3,1,23
1,"17/06/2014",1731,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,57
2,"17/06/2014",1755,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,32
3,"18/06/2014",1610,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,20
1,"18/06/2014",1632,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,44
2,"18/06/2014",1814,"B","dry",1,"Daylight","Fine without high winds",9,1,2,2,18
2,"18/06/2014",1814,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,23
2,"18/06/2014",1814,"B","dry",1,"Daylight","Fine without high winds",9,2,3,2,22
2,"20/06/2014",1200,"A","dry",1,"Daylight","Fine without high winds",9,1,2,1,37
1,"20/06/2014",1530,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,54
2,"22/06/2014",1000,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,33
2,"23/06/2014",1623,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,40
2,"24/06/2014",2210,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,28
2,"24/06/2014",2210,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,18
2,"25/06/2014",838,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,67
1,"25/06/2014",1208,"A","dry",1,"Daylight","Fine without high winds",9,3,2,2,84
2,"25/06/2014",1240,"A","dry",1,"Daylight","Fine without high winds",5,1,2,1,54
2,"28/06/2014",950,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,55
2,"28/06/2014",830,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,37
2,"29/06/2014",1437,"B","dry",1,"Daylight","Fine without high winds",2,1,3,1,17
1,"30/06/2014",1305,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,63
2,"02/07/2014",1745,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,36
2,"03/07/2014",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,37
2,"03/07/2014",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,45
2,"03/07/2014",1700,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,51
1,"03/07/2014",2010,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,16
2,"03/07/2014",2316,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,22
2,"03/07/2014",2316,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,28
3,"04/07/2014",1615,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,2,2,51
3,"04/07/2014",1615,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,1,2,1,42
3,"04/07/2014",1615,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,30
3,"04/07/2014",1615,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,5
3,"04/07/2014",1615,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,1,3
1,"04/07/2014",2000,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,26
2,"06/07/2014",750,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,36
1,"06/07/2014",1430,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,66
1,"06/07/2014",1800,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,35
1,"06/07/2014",2125,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,44
2,"07/07/2014",1805,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,59
1,"08/07/2014",1640,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,17
1,"09/07/2014",1500,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,14
2,"10/07/2014",945,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,83
2,"16/07/2014",738,"A","dry",1,"Daylight","Fine without high winds",1,1,2,2,51
1,"18/07/2014",352,"motorway","dry",4,"Dark","Fine without high winds",9,2,3,2,40
1,"18/07/2014",352,"motorway","dry",4,"Dark","Fine without high winds",9,1,2,2,46
5,"18/07/2014",2120,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,24
1,"19/07/2014",1330,"A","Wet/Damp",1,"Daylight","Raining without high winds",1,1,3,1,23
1,"19/07/2014",1715,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,1,51
2,"19/07/2014",1905,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,58
1,"19/07/2014",1915,"Unclassified","dry",1,"Daylight","Fine without high winds",11,3,2,1,8
1,"19/07/2014",2000,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,27
2,"20/07/2014",1715,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,3
2,"22/07/2014",2245,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,49
2,"22/07/2014",2245,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,63
3,"22/07/2014",1615,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,47
3,"22/07/2014",1615,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,19
3,"22/07/2014",1615,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,19
